[01:24:00] [main/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[01:24:03] [main/WARN]: Ambiguity between arguments [teleport, destination] and [teleport, targets] with inputs: [Player, 0123, @e, dd12be42-52a9-4a91-a8a1-11c01849e498]
[01:24:03] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[01:24:03] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, targets] with inputs: [0.1 -0.5 .9, 0 0 0]
[01:24:03] [main/WARN]: Ambiguity between arguments [teleport, targets] and [teleport, destination] with inputs: [Player, 0123, dd12be42-52a9-4a91-a8a1-11c01849e498]
[01:24:03] [main/WARN]: Ambiguity between arguments [teleport, targets, location] and [teleport, targets, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[01:24:03] [main/INFO]: Reloading ResourceManager: Default
[01:24:12] [Worker-Main-2/INFO]: Loaded 7 recipes
[01:24:16] [Worker-Main-2/INFO]: Loaded 927 advancements
[01:24:27] [Server thread/INFO]: Starting minecraft server version 1.16.5
[01:24:27] [Server thread/INFO]: Loading properties
[01:24:27] [Server thread/INFO]: Default game type: SURVIVAL
[01:24:27] [Server thread/INFO]: Generating keypair
[01:24:28] [Server thread/INFO]: Starting Minecraft server on *:25565
[01:24:29] [Server thread/INFO]: Using epoll channel type
[01:24:30] [Server thread/INFO]: Preparing level "world"
[01:37:01] [Worker-Main-2/INFO]: Preparing spawn area: 51%
[01:37:02] [Worker-Main-2/INFO]: Preparing spawn area: 51%
[01:37:03] [Worker-Main-2/INFO]: Preparing spawn area: 51%
[01:37:03] [Worker-Main-2/INFO]: Preparing spawn area: 51%
[01:37:04] [Worker-Main-2/INFO]: Preparing spawn area: 51%
[01:37:04] [Worker-Main-2/INFO]: Preparing spawn area: 51%
[01:37:04] [Worker-Main-2/INFO]: Preparing spawn area: 52%
[01:37:05] [Worker-Main-2/INFO]: Preparing spawn area: 52%
[01:37:05] [Worker-Main-2/INFO]: Preparing spawn area: 52%
[01:37:06] [Worker-Main-2/INFO]: Preparing spawn area: 52%
[01:37:07] [Worker-Main-2/INFO]: Preparing spawn area: 52%
[01:37:07] [Worker-Main-2/INFO]: Preparing spawn area: 52%
[01:37:08] [Worker-Main-2/INFO]: Preparing spawn area: 52%
[01:37:08] [Worker-Main-2/INFO]: Preparing spawn area: 53%
[01:37:09] [Worker-Main-2/INFO]: Preparing spawn area: 53%
[01:37:09] [Worker-Main-2/INFO]: Preparing spawn area: 53%
[01:37:10] [Worker-Main-2/INFO]: Preparing spawn area: 54%
[01:37:10] [Worker-Main-2/INFO]: Preparing spawn area: 54%
[01:37:12] [Worker-Main-2/INFO]: Preparing spawn area: 54%
[01:37:12] [Worker-Main-2/INFO]: Preparing spawn area: 54%
[01:37:12] [Worker-Main-2/INFO]: Preparing spawn area: 54%
[01:37:12] [Worker-Main-2/INFO]: Preparing spawn area: 54%
[01:37:12] [Worker-Main-2/INFO]: Preparing spawn area: 54%
[01:37:13] [Worker-Main-2/INFO]: Preparing spawn area: 54%
[01:37:13] [Worker-Main-2/INFO]: Preparing spawn area: 54%
[01:37:14] [Worker-Main-2/INFO]: Preparing spawn area: 54%
[01:37:14] [Worker-Main-2/INFO]: Preparing spawn area: 54%
[01:37:15] [Worker-Main-2/INFO]: Preparing spawn area: 54%
[01:37:15] [Worker-Main-2/INFO]: Preparing spawn area: 54%
[01:37:16] [Worker-Main-2/INFO]: Preparing spawn area: 54%
[01:37:17] [Worker-Main-2/INFO]: Preparing spawn area: 54%
[01:37:17] [Worker-Main-2/INFO]: Preparing spawn area: 54%
[01:37:17] [Worker-Main-2/INFO]: Preparing spawn area: 55%
[01:37:18] [Worker-Main-2/INFO]: Preparing spawn area: 55%
[01:37:19] [Worker-Main-2/INFO]: Preparing spawn area: 55%
[01:37:19] [Worker-Main-2/INFO]: Preparing spawn area: 55%
[01:37:19] [Worker-Main-2/INFO]: Preparing spawn area: 55%
[01:37:20] [Worker-Main-2/INFO]: Preparing spawn area: 55%
[01:37:20] [Worker-Main-2/INFO]: Preparing spawn area: 55%
[01:37:21] [Worker-Main-2/INFO]: Preparing spawn area: 55%
[01:37:21] [Worker-Main-2/INFO]: Preparing spawn area: 55%
[01:37:22] [Worker-Main-2/INFO]: Preparing spawn area: 55%
[01:37:22] [Worker-Main-2/INFO]: Preparing spawn area: 56%
[01:37:23] [Worker-Main-2/INFO]: Preparing spawn area: 56%
[01:37:23] [Worker-Main-2/INFO]: Preparing spawn area: 56%
[01:37:24] [Worker-Main-2/INFO]: Preparing spawn area: 57%
[01:37:24] [Worker-Main-2/INFO]: Preparing spawn area: 57%
[01:37:25] [Worker-Main-2/INFO]: Preparing spawn area: 57%
[01:37:26] [Worker-Main-2/INFO]: Preparing spawn area: 57%
[01:37:26] [Worker-Main-2/INFO]: Preparing spawn area: 57%
[01:37:26] [Worker-Main-2/INFO]: Preparing spawn area: 58%
[01:37:27] [Worker-Main-2/INFO]: Preparing spawn area: 58%
[01:37:27] [Worker-Main-2/INFO]: Preparing spawn area: 58%
[01:37:28] [Worker-Main-2/INFO]: Preparing spawn area: 58%
[01:37:29] [Worker-Main-2/INFO]: Preparing spawn area: 58%
[01:37:29] [Worker-Main-2/INFO]: Preparing spawn area: 58%
[01:37:29] [Worker-Main-2/INFO]: Preparing spawn area: 58%
[01:37:30] [Worker-Main-2/INFO]: Preparing spawn area: 58%
[01:37:31] [Worker-Main-2/INFO]: Preparing spawn area: 59%
[01:37:31] [Worker-Main-2/INFO]: Preparing spawn area: 59%
[01:37:32] [Worker-Main-2/INFO]: Preparing spawn area: 59%
[01:37:32] [Worker-Main-2/INFO]: Preparing spawn area: 59%
[01:37:33] [Worker-Main-2/INFO]: Preparing spawn area: 60%
[01:37:33] [Worker-Main-2/INFO]: Preparing spawn area: 60%
[01:37:34] [Worker-Main-2/INFO]: Preparing spawn area: 60%
[01:37:34] [Worker-Main-2/INFO]: Preparing spawn area: 60%
[01:37:35] [Worker-Main-2/INFO]: Preparing spawn area: 60%
[01:37:35] [Worker-Main-2/INFO]: Preparing spawn area: 60%
[01:37:35] [Worker-Main-2/INFO]: Preparing spawn area: 60%
[01:37:37] [Worker-Main-2/INFO]: Preparing spawn area: 60%
[01:37:37] [Worker-Main-2/INFO]: Preparing spawn area: 61%
[01:37:38] [Worker-Main-2/INFO]: Preparing spawn area: 61%
[01:37:38] [Worker-Main-2/INFO]: Preparing spawn area: 61%
[01:37:38] [Worker-Main-2/INFO]: Preparing spawn area: 61%
[01:37:38] [Worker-Main-2/INFO]: Preparing spawn area: 61%
[01:37:39] [Worker-Main-2/INFO]: Preparing spawn area: 61%
[01:37:39] [Worker-Main-2/INFO]: Preparing spawn area: 61%
[01:37:40] [Worker-Main-2/INFO]: Preparing spawn area: 61%
[01:37:40] [Worker-Main-2/INFO]: Preparing spawn area: 62%
[01:37:41] [Worker-Main-2/INFO]: Preparing spawn area: 62%
[01:37:42] [Worker-Main-2/INFO]: Preparing spawn area: 62%
[01:37:42] [Worker-Main-2/INFO]: Preparing spawn area: 62%
[01:37:42] [Worker-Main-2/INFO]: Preparing spawn area: 63%
[01:37:43] [Worker-Main-2/INFO]: Preparing spawn area: 63%
[01:37:44] [Worker-Main-2/INFO]: Preparing spawn area: 63%
[01:37:44] [Worker-Main-2/INFO]: Preparing spawn area: 64%
[01:37:44] [Worker-Main-2/INFO]: Preparing spawn area: 64%
[01:37:45] [Worker-Main-2/INFO]: Preparing spawn area: 64%
[01:37:46] [Worker-Main-2/INFO]: Preparing spawn area: 64%
[01:37:46] [Worker-Main-2/INFO]: Preparing spawn area: 64%
[01:37:46] [Worker-Main-2/INFO]: Preparing spawn area: 64%
[01:37:47] [Worker-Main-2/INFO]: Preparing spawn area: 64%
[01:37:48] [Worker-Main-2/INFO]: Preparing spawn area: 64%
[01:37:49] [Worker-Main-2/INFO]: Preparing spawn area: 65%
[01:37:49] [Worker-Main-2/INFO]: Preparing spawn area: 65%
[01:37:49] [Worker-Main-2/INFO]: Preparing spawn area: 65%
[01:37:50] [Worker-Main-2/INFO]: Preparing spawn area: 65%
[01:37:50] [Worker-Main-2/INFO]: Preparing spawn area: 65%
[01:37:50] [Worker-Main-2/INFO]: Preparing spawn area: 65%
[01:37:51] [Worker-Main-2/INFO]: Preparing spawn area: 65%
[01:37:52] [Worker-Main-2/INFO]: Preparing spawn area: 65%
[01:37:52] [Worker-Main-2/INFO]: Preparing spawn area: 65%
[01:37:53] [Worker-Main-2/INFO]: Preparing spawn area: 65%
[01:37:53] [Worker-Main-2/INFO]: Preparing spawn area: 66%
[01:37:53] [Worker-Main-2/INFO]: Preparing spawn area: 66%
[01:37:54] [Worker-Main-2/INFO]: Preparing spawn area: 66%
[01:37:54] [Worker-Main-2/INFO]: Preparing spawn area: 66%
[01:37:56] [Worker-Main-2/INFO]: Preparing spawn area: 67%
[01:37:56] [Worker-Main-2/INFO]: Preparing spawn area: 67%
[01:37:56] [Worker-Main-2/INFO]: Preparing spawn area: 67%
[01:37:57] [Worker-Main-2/INFO]: Preparing spawn area: 67%
[01:37:57] [Worker-Main-2/INFO]: Preparing spawn area: 67%
[01:37:58] [Worker-Main-2/INFO]: Preparing spawn area: 67%
[01:37:58] [Worker-Main-2/INFO]: Preparing spawn area: 67%
[01:37:58] [Worker-Main-2/INFO]: Preparing spawn area: 67%
[01:37:59] [Worker-Main-2/INFO]: Preparing spawn area: 67%
[01:37:59] [Worker-Main-2/INFO]: Preparing spawn area: 68%
[01:38:00] [Worker-Main-2/INFO]: Preparing spawn area: 68%
[01:38:00] [Worker-Main-2/INFO]: Preparing spawn area: 68%
[01:38:01] [Worker-Main-2/INFO]: Preparing spawn area: 68%
[01:38:02] [Worker-Main-2/INFO]: Preparing spawn area: 68%
[01:38:02] [Worker-Main-2/INFO]: Preparing spawn area: 68%
[01:38:02] [Worker-Main-2/INFO]: Preparing spawn area: 69%
[01:38:03] [Worker-Main-2/INFO]: Preparing spawn area: 69%
[01:38:03] [Worker-Main-2/INFO]: Preparing spawn area: 69%
[01:38:04] [Worker-Main-2/INFO]: Preparing spawn area: 69%
[01:38:04] [Worker-Main-2/INFO]: Preparing spawn area: 70%
[01:38:05] [Worker-Main-2/INFO]: Preparing spawn area: 70%
[01:38:06] [Worker-Main-2/INFO]: Preparing spawn area: 71%
[01:38:06] [Worker-Main-2/INFO]: Preparing spawn area: 72%
[01:38:06] [Worker-Main-2/INFO]: Preparing spawn area: 72%
[01:38:07] [Worker-Main-2/INFO]: Preparing spawn area: 72%
[01:38:07] [Worker-Main-2/INFO]: Preparing spawn area: 73%
[01:38:08] [Worker-Main-2/INFO]: Preparing spawn area: 73%
[01:38:08] [Worker-Main-2/INFO]: Preparing spawn area: 73%
[01:38:09] [Worker-Main-2/INFO]: Preparing spawn area: 73%
[01:38:10] [Worker-Main-2/INFO]: Preparing spawn area: 73%
[01:38:10] [Worker-Main-2/INFO]: Preparing spawn area: 73%
[01:38:11] [Worker-Main-2/INFO]: Preparing spawn area: 73%
[01:38:11] [Worker-Main-2/INFO]: Preparing spawn area: 73%
[01:38:12] [Worker-Main-2/INFO]: Preparing spawn area: 74%
[01:38:12] [Worker-Main-2/INFO]: Preparing spawn area: 75%
[01:38:12] [Worker-Main-2/INFO]: Preparing spawn area: 76%
[01:38:13] [Worker-Main-2/INFO]: Preparing spawn area: 76%
[01:38:13] [Worker-Main-2/INFO]: Preparing spawn area: 76%
[01:38:14] [Worker-Main-2/INFO]: Preparing spawn area: 76%
[01:38:14] [Worker-Main-2/INFO]: Preparing spawn area: 76%
[01:38:16] [Worker-Main-2/INFO]: Preparing spawn area: 77%
[01:38:16] [Worker-Main-2/INFO]: Preparing spawn area: 77%
[01:38:16] [Worker-Main-2/INFO]: Preparing spawn area: 77%
[01:38:17] [Worker-Main-2/INFO]: Preparing spawn area: 78%
[01:38:17] [Worker-Main-2/INFO]: Preparing spawn area: 78%
[01:38:18] [Worker-Main-2/INFO]: Preparing spawn area: 78%
[01:38:18] [Worker-Main-2/INFO]: Preparing spawn area: 79%
[01:38:18] [Worker-Main-2/INFO]: Preparing spawn area: 79%
[01:38:19] [Worker-Main-2/INFO]: Preparing spawn area: 79%
[01:38:19] [Worker-Main-2/INFO]: Preparing spawn area: 79%
[01:38:20] [Worker-Main-2/INFO]: Preparing spawn area: 79%
[01:38:20] [Worker-Main-2/INFO]: Preparing spawn area: 79%
[01:38:21] [Worker-Main-2/INFO]: Preparing spawn area: 80%
[01:38:22] [Worker-Main-2/INFO]: Preparing spawn area: 80%
[01:38:22] [Worker-Main-2/INFO]: Preparing spawn area: 80%
[01:38:22] [Worker-Main-2/INFO]: Preparing spawn area: 80%
[01:38:23] [Worker-Main-2/INFO]: Preparing spawn area: 80%
[01:38:24] [Worker-Main-2/INFO]: Preparing spawn area: 81%
[01:38:24] [Worker-Main-2/INFO]: Preparing spawn area: 81%
[01:38:25] [Worker-Main-2/INFO]: Preparing spawn area: 81%
[01:38:25] [Worker-Main-2/INFO]: Preparing spawn area: 81%
[01:38:25] [Worker-Main-2/INFO]: Preparing spawn area: 81%
[01:38:26] [Worker-Main-2/INFO]: Preparing spawn area: 81%
[01:38:27] [Worker-Main-2/INFO]: Preparing spawn area: 81%
[01:38:27] [Worker-Main-2/INFO]: Preparing spawn area: 82%
[01:38:27] [User Authenticator #1/INFO]: UUID of player _TMML_STAT1C is 010aec51-fd2f-456d-9438-dca0f5929b1e
[01:38:28] [Worker-Main-2/INFO]: Preparing spawn area: 82%
[01:38:28] [Worker-Main-2/INFO]: Preparing spawn area: 82%
[01:38:28] [Worker-Main-2/INFO]: Preparing spawn area: 82%
[01:38:29] [Worker-Main-2/INFO]: Preparing spawn area: 82%
[01:38:29] [Worker-Main-2/INFO]: Preparing spawn area: 82%
[01:38:30] [Worker-Main-2/INFO]: Preparing spawn area: 83%
[01:38:30] [Worker-Main-2/INFO]: Preparing spawn area: 83%
[01:38:31] [Worker-Main-2/INFO]: Preparing spawn area: 83%
[01:38:31] [Worker-Main-2/INFO]: Preparing spawn area: 84%
[01:38:32] [Worker-Main-2/INFO]: Preparing spawn area: 84%
[01:38:32] [Worker-Main-2/INFO]: Preparing spawn area: 84%
[01:38:33] [Worker-Main-2/INFO]: Preparing spawn area: 84%
[01:38:33] [Worker-Main-2/INFO]: Preparing spawn area: 84%
[01:38:34] [Worker-Main-2/INFO]: Preparing spawn area: 84%
[01:38:34] [Worker-Main-2/INFO]: Preparing spawn area: 85%
[01:38:35] [Worker-Main-2/INFO]: Preparing spawn area: 85%
[01:38:36] [Worker-Main-2/INFO]: Preparing spawn area: 85%
[01:38:36] [Worker-Main-2/INFO]: Preparing spawn area: 85%
[01:38:37] [Worker-Main-2/INFO]: Preparing spawn area: 85%
[01:38:37] [Worker-Main-2/INFO]: Preparing spawn area: 85%
[01:38:37] [Worker-Main-2/INFO]: Preparing spawn area: 85%
[01:38:38] [Worker-Main-2/INFO]: Preparing spawn area: 86%
[01:38:39] [Worker-Main-2/INFO]: Preparing spawn area: 86%
[01:38:39] [Worker-Main-2/INFO]: Preparing spawn area: 86%
[01:38:39] [Worker-Main-2/INFO]: Preparing spawn area: 87%
[01:38:40] [Worker-Main-2/INFO]: Preparing spawn area: 87%
[01:38:40] [Worker-Main-2/INFO]: Preparing spawn area: 88%
[01:38:41] [Worker-Main-2/INFO]: Preparing spawn area: 88%
[01:38:41] [Worker-Main-2/INFO]: Preparing spawn area: 88%
[01:38:42] [Worker-Main-2/INFO]: Preparing spawn area: 89%
[01:38:42] [Worker-Main-2/INFO]: Preparing spawn area: 89%
[01:38:43] [Worker-Main-2/INFO]: Preparing spawn area: 89%
[01:38:44] [Worker-Main-2/INFO]: Preparing spawn area: 89%
[01:38:44] [Worker-Main-2/INFO]: Preparing spawn area: 90%
[01:38:44] [Worker-Main-2/INFO]: Preparing spawn area: 90%
[01:38:46] [Worker-Main-2/INFO]: Preparing spawn area: 90%
[01:38:46] [Worker-Main-2/INFO]: Preparing spawn area: 90%
[01:38:46] [Worker-Main-2/INFO]: Preparing spawn area: 90%
[01:38:46] [Worker-Main-2/INFO]: Preparing spawn area: 90%
[01:38:47] [Worker-Main-2/INFO]: Preparing spawn area: 90%
[01:38:47] [Worker-Main-2/INFO]: Preparing spawn area: 90%
[01:38:49] [Worker-Main-2/INFO]: Preparing spawn area: 91%
[01:38:49] [Worker-Main-2/INFO]: Preparing spawn area: 91%
[01:38:50] [Worker-Main-2/INFO]: Preparing spawn area: 91%
[01:38:50] [Worker-Main-2/INFO]: Preparing spawn area: 91%
[01:38:50] [Worker-Main-2/INFO]: Preparing spawn area: 92%
[01:38:50] [Worker-Main-2/INFO]: Preparing spawn area: 93%
[01:38:51] [Worker-Main-2/INFO]: Preparing spawn area: 93%
[01:38:51] [Worker-Main-2/INFO]: Preparing spawn area: 93%
[01:38:52] [Worker-Main-2/INFO]: Preparing spawn area: 93%
[01:38:52] [Worker-Main-2/INFO]: Preparing spawn area: 94%
[01:38:53] [Worker-Main-2/INFO]: Preparing spawn area: 94%
[01:38:53] [Worker-Main-2/INFO]: Preparing spawn area: 95%
[01:38:54] [Worker-Main-2/INFO]: Preparing spawn area: 95%
[01:38:55] [Worker-Main-2/INFO]: Preparing spawn area: 96%
[01:38:55] [Worker-Main-2/INFO]: Preparing spawn area: 96%
[01:38:55] [Worker-Main-2/INFO]: Preparing spawn area: 96%
[01:38:56] [Worker-Main-2/INFO]: Preparing spawn area: 96%
[01:38:57] [Worker-Main-2/INFO]: Preparing spawn area: 96%
[01:38:57] [Worker-Main-2/INFO]: Preparing spawn area: 96%
[01:38:57] [Worker-Main-2/INFO]: Preparing spawn area: 96%
[01:38:58] [Worker-Main-2/INFO]: Preparing spawn area: 96%
[01:38:59] [Worker-Main-2/INFO]: Preparing spawn area: 96%
[01:38:59] [Worker-Main-2/INFO]: Preparing spawn area: 97%
[01:38:59] [Worker-Main-2/INFO]: Preparing spawn area: 98%
[01:39:00] [User Authenticator #2/INFO]: UUID of player _TMML_STAT1C is 010aec51-fd2f-456d-9438-dca0f5929b1e
[01:39:01] [Worker-Main-2/INFO]: Preparing spawn area: 99%
[01:39:01] [Worker-Main-2/INFO]: Preparing spawn area: 99%
[01:39:01] [Server thread/INFO]: Time elapsed: 234893 ms
[01:39:01] [Server thread/INFO]: Done (239.095s)! For help, type "help"
[01:39:01] [Server thread/INFO]: Starting remote control listener
[01:39:01] [Server thread/INFO]: Thread RCON Listener started
[01:39:01] [Server thread/INFO]: RCON running on 0.0.0.0:25575
[01:39:05] [Server thread/INFO]: com.mojang.authlib.GameProfile@132e0dd1[id=010aec51-fd2f-456d-9438-dca0f5929b1e,name=_TMML_STAT1C,properties={textures=[com.mojang.authlib.properties.Property@71eae43f]},legacy=false] (/172.20.0.1:49750) lost connection: Disconnected
[01:39:05] [Server thread/INFO]: _TMML_STAT1C[/172.20.0.1:49762] logged in with entity id 293 at (-121.82334858625214, 72.0, 75.98671735813191)
[01:39:06] [Server thread/INFO]: _TMML_STAT1C joined the game
[01:39:07] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 6350ms or 127 ticks behind
[01:40:18] [Server Watchdog/FATAL]: A single server tick took 60.13 seconds (should be max 0.05)
[01:40:18] [Server Watchdog/FATAL]: Considering it to be crashed, server will forcibly shutdown.
[01:40:21] [Server Watchdog/ERROR]: This crash report has been saved to: /data/./crash-reports/crash-2021-03-27_01.40.21-server.txt
[01:43:11] [main/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[01:43:14] [main/WARN]: Ambiguity between arguments [teleport, destination] and [teleport, targets] with inputs: [Player, 0123, @e, dd12be42-52a9-4a91-a8a1-11c01849e498]
[01:43:14] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[01:43:14] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, targets] with inputs: [0.1 -0.5 .9, 0 0 0]
[01:43:14] [main/WARN]: Ambiguity between arguments [teleport, targets] and [teleport, destination] with inputs: [Player, 0123, dd12be42-52a9-4a91-a8a1-11c01849e498]
[01:43:14] [main/WARN]: Ambiguity between arguments [teleport, targets, location] and [teleport, targets, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[01:43:14] [main/INFO]: Reloading ResourceManager: Default
[01:43:20] [Worker-Main-2/INFO]: Loaded 7 recipes
[01:43:22] [Worker-Main-2/INFO]: Loaded 927 advancements
[01:43:34] [Server thread/INFO]: Starting minecraft server version 1.16.5
[01:43:34] [Server thread/INFO]: Loading properties
[01:43:34] [Server thread/INFO]: Default game type: SURVIVAL
[01:43:34] [Server thread/INFO]: Generating keypair
[01:43:36] [Server thread/INFO]: Starting Minecraft server on *:25565
[01:43:36] [Server thread/INFO]: Using epoll channel type
[01:43:37] [Server thread/INFO]: Preparing level "world"
[01:43:41] [Server thread/INFO]: Preparing start region for dimension minecraft:overworld
[01:43:46] [Server thread/INFO]: Preparing spawn area: 0%
[01:43:46] [Server thread/INFO]: Preparing spawn area: 0%
[01:43:46] [Server thread/INFO]: Preparing spawn area: 0%
[01:43:46] [Server thread/INFO]: Preparing spawn area: 0%
[01:43:46] [Server thread/INFO]: Preparing spawn area: 0%
[01:43:47] [Server thread/INFO]: Preparing spawn area: 0%
[01:43:48] [Server thread/INFO]: Preparing spawn area: 0%
[01:43:48] [Server thread/INFO]: Preparing spawn area: 0%
[01:43:49] [Server thread/INFO]: Preparing spawn area: 0%
[01:43:49] [Server thread/INFO]: Preparing spawn area: 0%
[01:43:49] [Server thread/INFO]: Preparing spawn area: 0%
[01:43:49] [Server thread/INFO]: Preparing spawn area: 0%
[01:43:49] [Server thread/INFO]: Preparing spawn area: 0%
[01:43:49] [Server thread/INFO]: Preparing spawn area: 0%
[01:43:49] [Server thread/INFO]: Preparing spawn area: 0%
[01:43:49] [Server thread/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:19] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:44:20] [Server thread/INFO]: Preparing spawn area: 0%
[01:44:20] [Server thread/INFO]: Preparing spawn area: 0%
[01:44:21] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:44:21] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:44:22] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:44:22] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:44:22] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:44:23] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:44:24] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:44:24] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:44:24] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:44:25] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:44:26] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:44:26] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:44:27] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:44:27] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:44:28] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:44:28] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:44:28] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:44:29] [Worker-Main-2/INFO]: Preparing spawn area: 39%
